"","tracking_id","Gene_Set","m","sd"
"9621","GRMZM2G125544","filtered_set",37.9507083341739,17.5373443633377
"9622","GRMZM2G029396","filtered_set",29.963792029,18.2729471268126
"9623","GRMZM2G437460","filtered_set",21.7870778847826,20.1497590200611
"9624","GRMZM2G042429","filtered_set",3.94022980169565,13.7356129180931
"9625","GRMZM2G006429","filtered_set",25.0668818262174,20.1074928685383
"9626","AC210013.4_FG003","filtered_set",5.34014539708696,14.190507699264
"9627","GRMZM2G061702","filtered_set",12.0667429862174,17.9580218653252
"9628","GRMZM2G022252","filtered_set",26.8356425795652,18.9707956118937
"9629","GRMZM2G168119","filtered_set",32.46743113,16.3799175411672
"9631","GRMZM2G010490","filtered_set",8.58483276813043,13.198363401406
"9632","GRMZM2G028556","filtered_set",12.5745116782174,20.1272555315838
"9633","GRMZM2G146553","filtered_set",29.5346203906087,17.0791876805403
"9634","GRMZM2G082434","filtered_set",7.63243953252174,15.3670852426224
"9635","GRMZM2G012758","filtered_set",19.0249703506522,19.8894558001168
"9636","GRMZM2G033515","filtered_set",7.37290487082609,14.5727652820834
"9637","GRMZM2G702923","filtered_set",18.4157523189565,20.1975638074135
"9638","GRMZM2G170868","filtered_set",24.9953321292609,15.9144103596604
"9639","GRMZM2G075528","filtered_set",22.6527705223043,14.9147865617727
"9640","GRMZM2G176546","filtered_set",19.0962196223478,15.4365237316638
"9642","GRMZM2G046407","filtered_set",16.0275983620435,18.1628944913519
"9644","GRMZM5G814991","filtered_set",16.6340782607391,19.9320092382516
"9645","GRMZM2G007021","filtered_set",29.4987665213043,14.8037576355559
"9646","GRMZM2G438895","filtered_set",14.0353424923478,19.5476266141805
"9647","GRMZM2G139805","filtered_set",20.7339550291304,15.3130607763975
"9648","GRMZM2G036605","filtered_set",11.7528282143043,15.9204623759485
"9650","GRMZM2G167902","filtered_set",25.1075983302609,22.1152726959878
"9651","GRMZM2G147614","filtered_set",27.1446501156522,16.867346502709
"9652","GRMZM2G044498","filtered_set",15.7854017098696,17.637758586888
"9653","GRMZM2G416156","filtered_set",14.9831409130435,14.0970361516341
"9654","GRMZM2G112728","filtered_set",5.32321198565217,13.4574312655934
"9655","GRMZM2G018146","filtered_set",25.5872484062609,15.3453100101242
"9656","AC233979.1_FG009","filtered_set",25.6912940143478,17.6336736074107
"9657","GRMZM5G898290","filtered_set",8.38587258247826,15.5481035329939
"9658","GRMZM2G132358","filtered_set",14.3320971162609,19.4834074521881
"9659","GRMZM2G071042","filtered_set",17.8140627533478,17.4225685320022
"9660","GRMZM2G702026","filtered_set",26.4019640237826,16.0458193280622
"9661","GRMZM2G161619","filtered_set",23.6437034782609,14.0656540538734
"9663","GRMZM2G024131","filtered_set",3.21274894495652,13.8204543780809
"9664","GRMZM2G119482","filtered_set",18.7020330575217,17.0613989062862
"9665","GRMZM2G436199","filtered_set",7.39046236226087,13.211200704435
"9666","GRMZM2G346263","filtered_set",8.83882877530435,15.852534373006
"9667","GRMZM2G056988","filtered_set",7.04022777673913,14.1649390337733
"9668","GRMZM2G128432","filtered_set",25.7390759334348,20.4225905263304
"9669","GRMZM2G070804","filtered_set",21.5408462321739,14.4408396053875
"9671","GRMZM2G357804","filtered_set",22.2749648558261,17.9806702120455
"9672","GRMZM2G051949","filtered_set",8.14050699417391,14.68731423607
"9673","GRMZM2G131939","filtered_set",29.7642539127391,13.1386531157493
"9674","GRMZM2G423129","filtered_set",13.4178699554348,16.8205145282624
"9676","GRMZM2G031938","filtered_set",11.1299504779565,19.3299127229118
"9677","GRMZM2G108523","filtered_set",12.4862085247391,15.801103316932
"9678","GRMZM2G009223","filtered_set",23.7342788689565,17.7983569060354
"9680","GRMZM2G062024","filtered_set",18.3332566371304,14.2883486477117
"9681","GRMZM5G840487","filtered_set",10.6293052463913,13.5290720357108
"9682","GRMZM2G164475","filtered_set",27.0503554634783,17.4032663984884
"9683","GRMZM2G025190","filtered_set",10.0148113916957,17.5439979525829
"9684","GRMZM2G079123","filtered_set",4.04568378995652,13.7411821756009
"9686","GRMZM2G344630","filtered_set",7.35553869134783,13.7955817946149
"9687","GRMZM2G085336","filtered_set",35.3659752763913,18.4005301781448
"9689","GRMZM2G089498","filtered_set",30.0655494496957,19.0870354820609
"9690","GRMZM2G337330","filtered_set",7.02582469147826,14.7572897509404
"9692","GRMZM2G104907","filtered_set",36.1485653624783,18.2610546076908
"9693","GRMZM2G180988","filtered_set",25.6456362315652,15.0947916504239
"9695","GRMZM5G817625","filtered_set",21.4017320476087,19.3060782113749
"9696","GRMZM2G129860","filtered_set",11.9007484145217,17.9853332243899
"9697","GRMZM2G173967","filtered_set",18.6406202024783,14.7940037184135
"9699","GRMZM2G157057","filtered_set",5.92589531886957,14.6403811568221
"9700","GRMZM2G034110","filtered_set",18.0209876592609,15.4059912777471
"9701","GRMZM2G021416","filtered_set",5.81810034934783,13.6865876310328
"9702","GRMZM2G002959","filtered_set",31.9333314488696,13.2330111475528
"9703","GRMZM2G053939","filtered_set",24.1071204492609,19.529341096261
"9704","GRMZM2G133756","filtered_set",40.090609564913,19.96595012806
"9705","GRMZM2G174696","filtered_set",22.2504069565217,14.1264152886825
"9706","GRMZM2G135727","filtered_set",26.788986189,16.1934692194585
"9707","GRMZM2G177150","filtered_set",4.8231003956087,14.0759504677831
"9708","GRMZM2G121724","filtered_set",27.9551521306087,22.2864824968638
"9711","GRMZM2G483946","filtered_set",4.22737964478261,13.9511703061779
"9713","GRMZM2G064537","filtered_set",28.525510912913,18.1417210511682
"9715","GRMZM5G833578","filtered_set",21.1943113841304,18.3104952971171
"9716","GRMZM2G162663","filtered_set",29.5245470345217,19.5318272005411
"9717","GRMZM2G065532","filtered_set",22.7583850433478,16.6636453189132
"9718","GRMZM2G062555","filtered_set",37.905814782913,14.9206473949484
"9721","GRMZM2G174673","filtered_set",26.5572766230435,22.280297871083
"9723","GRMZM2G068217","filtered_set",26.442954883913,18.005218529877
"9724","GRMZM2G072820","filtered_set",8.48895127543478,16.2018546907539
"9725","GRMZM2G153058","filtered_set",21.8686167872609,20.4660208082296
"9726","GRMZM2G021256","filtered_set",2.87220108826087,13.7265678635784
"9727","GRMZM2G099944","filtered_set",11.8310379551739,16.7558587845855
"9729","GRMZM2G098813","filtered_set",6.91432327408696,16.1589357743881
"9730","GRMZM2G127695","filtered_set",7.98560000013044,15.5566926215458
"9731","GRMZM2G147172","filtered_set",4.82349554921739,14.8233435623664
"9733","GRMZM2G103755","filtered_set",9.25529113847826,14.261093518755
"9734","GRMZM5G883043","filtered_set",21.2411864877826,17.2553528525716
"9735","GRMZM2G149273","filtered_set",6.78327991873913,16.6022463895751
"9736","GRMZM2G071675","filtered_set",28.9039843036522,19.3954642483287
"9737","GRMZM2G059453","filtered_set",19.429206086,16.7398190848238
"9738","GRMZM2G064473","filtered_set",26.0030487973913,16.4614976504895
"9739","GRMZM2G033356","filtered_set",11.3950474113043,15.6970067855178
"9740","GRMZM2G154278","filtered_set",42.3082315933478,18.1190390888161
"9741","GRMZM2G308503","filtered_set",10.4678213925652,15.2347825321544
"9742","GRMZM2G005456","filtered_set",21.7458208550435,20.8406022169313
"9744","GRMZM2G390013","filtered_set",12.0329850723043,12.5226006196694
"9745","GRMZM2G088834","filtered_set",38.3809933336087,16.9309038692376
"9746","GRMZM2G171080","filtered_set",21.6449431297391,15.3134435519626
"9747","GRMZM2G167008","filtered_set",10.8796786956087,14.0914201103315
"9748","GRMZM5G870629","filtered_set",6.68211486082609,14.8252612442013
"9749","GRMZM2G390889","filtered_set",23.1008114493913,14.9950146132484
"9750","GRMZM2G052812","filtered_set",37.4422689866957,17.2087692939297
"9751","GRMZM2G115975","filtered_set",25.9776543192609,16.9559798363057
"9752","GRMZM5G876303","filtered_set",23.0234130423043,16.5719018699936
"9753","GRMZM2G047456","filtered_set",23.537906703913,15.8550883541465
"9754","GRMZM2G121309","filtered_set",9.36613021691304,16.1671398372086
"9755","GRMZM2G148167","filtered_set",7.6311233373913,18.4378070235537
"9757","GRMZM2G085568","filtered_set",13.5622480728696,15.7504179718474
"9759","GRMZM2G004924","filtered_set",16.3326678569565,19.4718519333016
"9760","GRMZM2G391795","filtered_set",15.404831584087,22.8014817841093
"9763","GRMZM2G403190","filtered_set",5.29920626104348,13.4174484212868
"9765","GRMZM2G019050","filtered_set",29.6852883473913,19.0837595562449
"9766","GRMZM2G401436","filtered_set",6.28951034908696,16.0118302984132
"9767","GRMZM2G176397","filtered_set",29.1379928985652,14.970866102605
"9768","GRMZM2G090824","filtered_set",22.8963185403043,18.5345688618633
"9769","GRMZM2G175499","filtered_set",8.65888009591304,15.0437639661967
"9770","GRMZM2G107754","filtered_set",4.0009872073913,13.9167248970786
"9771","GRMZM2G016930","filtered_set",21.2730693879565,15.750108958767
"9773","GRMZM2G075140","filtered_set",8.04148153765217,15.1013080137654
"9776","GRMZM2G096407","filtered_set",7.2134676083913,14.2305621147447
"9777","GRMZM2G096705","filtered_set",24.0448722607391,13.354027592397
"9778","GRMZM2G180889","filtered_set",6.97610760873913,13.3254832233534
"9779","GRMZM2G082586","filtered_set",5.28593412621739,13.4272914344864
"9780","GRMZM2G101617","filtered_set",3.46599441752174,13.5672373269422
"9782","GRMZM2G083150","filtered_set",11.1720468116087,14.3299374694334
"9784","GRMZM2G362088","filtered_set",39.4122355073913,16.1715436664458
"9787","GRMZM2G133396","filtered_set",41.0723702895652,12.590418658622
"9789","GRMZM2G170313","filtered_set",39.4133100011739,14.3531163235476
"9790","GRMZM2G076484","filtered_set",29.9801219683043,19.6797700323049
"9791","GRMZM2G314946","filtered_set",5.21947237843478,14.350683579723
"9792","GRMZM2G025074","filtered_set",23.8832269421739,17.325409316047
"9793","GRMZM2G079487","filtered_set",22.6596151011304,15.282891128091
"9794","GRMZM2G170013","filtered_set",11.1439060172609,12.7273704980728
"9795","GRMZM2G132796","filtered_set",41.1411527531739,15.5754804557804
"9796","GRMZM2G384528","filtered_set",9.72375372026087,17.001682776395
"9797","GRMZM2G159768","filtered_set",7.44041196682609,16.5564486507695
"9799","GRMZM2G032336","filtered_set",17.6834843336522,17.7385545933265
"9800","GRMZM2G083475","filtered_set",17.732307197087,20.5634598474325
"9801","GRMZM2G124883","filtered_set",18.4980786511739,20.083069415384
"9802","GRMZM2G326707","filtered_set",9.51176313082609,15.9618383520582
"9803","GRMZM2G064898","filtered_set",20.0139868840435,15.6029369893904
"9804","GRMZM2G099187","filtered_set",29.5158918846522,17.8565792116302
"9810","GRMZM2G055621","filtered_set",3.01192456521739,13.5483135504131
"9811","GRMZM2G104942","filtered_set",25.7812387395217,17.5490154484175
"9813","GRMZM5G846198","filtered_set",29.9431220291739,22.3710754349769
"9814","GRMZM2G064268","filtered_set",36.8657283333478,16.3364763884183
"9815","GRMZM2G015285","filtered_set",4.8192217146087,13.2451339131046
"9816","GRMZM2G126338","filtered_set",22.6454570199565,14.4403100812163
"9817","GRMZM2G342895","filtered_set",5.59651560286957,13.184104332881
"9818","GRMZM2G064023","filtered_set",21.5083518848261,12.1722972592849
"9819","GRMZM2G167694","filtered_set",9.42499405808696,12.4718118082154
"9820","AC159612.1_FG007","filtered_set",14.912014909913,15.4865172033254
"9821","GRMZM2G111354","filtered_set",4.65938296213043,14.4122423923799
"9823","GRMZM2G416184","filtered_set",34.9427699134783,15.4415852570529
"9824","GRMZM2G033544","filtered_set",4.05906355313043,13.8219576888621
"9825","GRMZM2G165290","filtered_set",16.8622770865652,15.3121391687638
"9827","GRMZM2G098764","filtered_set",26.4783864775217,18.8884092520933
"9828","GRMZM2G133053","filtered_set",19.5764337317391,18.5128075460357
"9829","GRMZM2G017536","filtered_set",17.1322182721739,20.6809855468187
"9830","GRMZM2G374385","filtered_set",26.0877134501739,19.2972009222588
"9831","GRMZM2G092468","filtered_set",28.0321927533478,13.5156625044956
"9834","AC210303.3_FG001","filtered_set",14.7222930581304,13.1874196445896
"9835","GRMZM2G353548","filtered_set",22.4331682607826,17.9955786106164
"9836","AC217358.3_FG011","filtered_set",36.0875628994348,14.3975654115641
"9838","GRMZM2G154093","filtered_set",13.251925435,14.5827989665179
"9839","GRMZM2G043191","filtered_set",5.09176407852174,13.7502231284542
"9840","GRMZM2G068382","filtered_set",21.2472312230435,14.8079046140722
"9844","AC192451.3_FG001","filtered_set",21.7517533145217,17.8705808185655
"9846","GRMZM2G016084","filtered_set",8.45982239134783,12.803385885416
"9847","GRMZM2G110333","filtered_set",28.4580125705652,13.6833023743338
"9848","GRMZM2G122780","filtered_set",35.454126936087,19.5436634073119
"9850","GRMZM2G106479","filtered_set",8.56425223178261,15.3021038359493
"9851","GRMZM2G120475","filtered_set",5.13337494186957,13.8831833771365
"9852","GRMZM2G061447","filtered_set",32.4680319778261,16.4479837165791
"9853","GRMZM2G154036","filtered_set",8.63218956552174,16.0637259917946
"9854","GRMZM2G137108","filtered_set",6.74395302769565,14.5222133086446
"9855","GRMZM2G158887","filtered_set",27.0329410156522,14.3696043215248
"9857","GRMZM2G071378","filtered_set",28.6783463614783,14.2478608868523
"9858","GRMZM2G131723","filtered_set",20.6291396372174,18.135492431407
"9859","GRMZM2G016892","filtered_set",37.9538214492609,15.0007349878239
"9860","GRMZM2G143462","filtered_set",34.3703259408696,19.6155345416553
"9861","GRMZM2G487197","filtered_set",6.09174207247826,13.4672159303521
"9862","GRMZM2G085885","filtered_set",9.88190128930435,12.9500055338175
"9863","GRMZM2G317938","filtered_set",15.0786145505652,15.5628197421059
"9864","GRMZM2G179518","filtered_set",4.67892184313043,13.410067958863
"9865","GRMZM5G803308","filtered_set",15.6518705068696,17.0240330875025
"9866","AC205574.3_FG006","filtered_set",9.11654486086957,16.0556017388125
"9867","GRMZM2G110141","filtered_set",27.4286944783913,18.622546446226
"9868","GRMZM2G396292","filtered_set",26.9807198404348,13.6675468402942
"9869","GRMZM2G169270","filtered_set",24.6530062314783,15.5752857472784
"9870","GRMZM2G125193","filtered_set",20.4484068773913,15.9152640494481
"9871","GRMZM2G026643","filtered_set",19.879474936087,17.6454501224193
"9872","GRMZM2G144044","filtered_set",8.69707766813043,19.2260590067577
"9873","GRMZM2G103937","filtered_set",5.1383520333913,13.5139943344411
"9874","GRMZM2G023755","filtered_set",8.5692284783913,14.1589372063144
"9875","GRMZM2G134731","filtered_set",21.0595656372609,16.4963255469477
"9876","GRMZM2G095124","filtered_set",31.7624294195652,18.1398433188414
"9877","GRMZM2G122148","filtered_set",22.5619204742174,16.6557768173183
"9878","GRMZM2G096709","filtered_set",29.2230584795652,20.3581228728454
"9880","GRMZM2G391000","filtered_set",22.9105872747826,16.7704214897346
"9881","GRMZM2G037368","filtered_set",21.0020749824783,14.1552706601764
"9882","GRMZM2G074270","filtered_set",25.9898384056522,18.2806542804752
"9883","GRMZM2G360429","filtered_set",26.9659418985652,18.4999610548924
"9884","GRMZM2G112336","filtered_set",28.3637134242174,18.4865886349689
"9886","GRMZM2G175447","filtered_set",22.7150358406522,17.8231451240647
"9887","GRMZM2G028945","filtered_set",32.6469966813478,19.9893200704918
"9888","GRMZM2G060470","filtered_set",19.1756182624783,12.4252130177202
"9890","GRMZM2G146818","filtered_set",36.5638327544783,16.000914469544
"9891","GRMZM2G097841","filtered_set",14.1616174606087,18.492267955392
"9892","GRMZM2G046733","filtered_set",4.42531857965217,13.6009143353868
"9893","GRMZM2G314955","filtered_set",19.5669669931739,15.0697260155112
"9894","GRMZM2G090264","filtered_set",2.81485279713043,13.4412471077232
"9895","GRMZM2G436950","filtered_set",2.845423032,13.4347066205628
"9896","GRMZM5G830874","filtered_set",29.6364087759565,20.0726952551944
"9898","GRMZM5G869993","filtered_set",27.8214252316957,22.567606587374
"9899","GRMZM2G145944","filtered_set",4.45588906230435,13.1738507617182
"9901","GRMZM2G094072","filtered_set",19.8298170901304,19.7520234482252
"9902","GRMZM2G048012","filtered_set",21.9270423337391,14.0397187854632
"9903","GRMZM2G436533","filtered_set",7.45968804056522,12.9713518786375
"9904","GRMZM2G131708","filtered_set",9.88414241982609,13.3956205198161
"9906","GRMZM2G015861","filtered_set",28.9627692356522,18.0751012289947
"9909","GRMZM2G157115","filtered_set",18.3556010152174,16.4578144496621
"9910","GRMZM2G078116","filtered_set",14.2290952315652,16.2789234791083
"9912","GRMZM2G030831","filtered_set",12.6154160228696,18.2843982359607
"9914","GRMZM2G172723","filtered_set",4.32561370013044,13.3699224207013
"9916","GRMZM2G021219","filtered_set",28.1464753623043,18.6273386546922
"9917","GRMZM2G169593","filtered_set",29.122758986087,15.6269537230545
"9918","GRMZM2G061932","filtered_set",9.68979753495652,14.236498869415
"9920","GRMZM2G118467","filtered_set",30.4448723185652,16.7609716172335
"9921","GRMZM2G098167","filtered_set",17.0801906566522,16.5130815904864
"9922","GRMZM2G169699","filtered_set",7.69073300043478,12.7007776129514
"9923","GRMZM2G007915","filtered_set",32.96513405,16.9261785354924
"9924","GRMZM2G093744","filtered_set",30.6087918824783,14.3752351432326
"9928","GRMZM2G082257","filtered_set",18.3964795659565,16.6911783614966
"9929","GRMZM2G001805","filtered_set",6.80899278273913,12.7224371655516
"9930","GRMZM2G113174","filtered_set",21.6678125647826,19.4105328621609
"9931","GRMZM2G320827","filtered_set",20.0959937688261,14.8796478060714
"9932","GRMZM2G113554","filtered_set",16.0643785071304,18.2478787723506
"9933","GRMZM2G037134","filtered_set",33.2725015940435,18.6660004562955
"9934","GRMZM2G021912","filtered_set",31.1257991013043,17.8951109630321
"9935","GRMZM2G381453","filtered_set",18.9902019568261,15.841989510848
"9936","GRMZM2G396846","filtered_set",20.3714530161739,18.6847140501794
"9937","GRMZM2G110726","filtered_set",34.6744223184348,16.5235717495395
"9939","GRMZM2G159145","filtered_set",28.6207344058261,15.7589236708951
"9940","GRMZM2G413717","filtered_set",8.38584736247826,15.4583821102792
"9941","GRMZM2G055899","filtered_set",24.3687262023043,13.1118575003976
"9942","GRMZM2G011631","filtered_set",22.4502131017826,21.9511011811092
"9943","GRMZM2G080129","filtered_set",24.5057015822174,15.2827808796496
"9944","GRMZM2G074906","filtered_set",32.9389700592609,20.859610684434
"9945","GRMZM5G841101","filtered_set",7.2736161886087,13.1407906930229
"9946","GRMZM2G022229","filtered_set",37.1225250730435,15.9934448184447
"9947","GRMZM2G064193","filtered_set",14.0786554377826,18.4210814388028
"9948","GRMZM2G409722","filtered_set",9.62690162756522,14.6705379369415
"9949","GRMZM5G895899","filtered_set",15.7612503420435,17.9436604064854
"9950","GRMZM2G000660","filtered_set",11.4685842904783,13.4494103700918
"9951","GRMZM2G079013","filtered_set",24.2887440546087,18.9437654466142
"9952","GRMZM5G879882","filtered_set",35.6141796527826,16.5061506614448
"9953","GRMZM2G030173","filtered_set",18.5051284431739,14.5489641145917
"9954","GRMZM2G089493","filtered_set",10.7609638345217,18.3959973379437
"9956","GRMZM2G006042","filtered_set",23.1579206040435,21.1009053585019
"9957","GRMZM2G017016","filtered_set",30.8297230433478,16.134787437606
"9958","GRMZM2G337581","filtered_set",9.99013133334783,12.5460151033222
"9959","GRMZM2G364597","filtered_set",12.3216817105652,14.3887757511995
"9960","GRMZM2G301194","filtered_set",12.1686572491739,16.8470023257589
"9961","GRMZM2G112337","filtered_set",18.1841106233478,15.0347790921503
"9962","GRMZM2G324314","filtered_set",17.2548312323478,14.0187231278929
"9963","GRMZM2G157953","filtered_set",3.29467862882609,13.2564338681153
"9965","GRMZM2G180967","filtered_set",20.7086001446522,13.7298386915694
"9966","GRMZM2G427087","filtered_set",15.440065361913,12.8131723088805
"9967","GRMZM2G164735","filtered_set",28.3811286675217,18.5332651799157
"9969","GRMZM2G158676","filtered_set",29.1174629127391,18.3813860326867
"9971","GRMZM2G046231","filtered_set",41.797881159,15.0536039770662
"9972","GRMZM2G143788","filtered_set",23.4842703478261,14.160736329582
"9973","GRMZM2G018484","filtered_set",7.90472030030435,12.7508038382293
"9974","GRMZM2G153582","filtered_set",10.2099826813913,13.1231736683141
"9975","GRMZM2G117007","filtered_set",14.7923763466522,14.9931798438466
"9976","GRMZM2G036918","filtered_set",15.7482824642174,19.050478818736
"9977","GRMZM2G404897","filtered_set",22.1589965211739,17.3082835810759
"9978","GRMZM2G021270","filtered_set",17.0868499653043,20.1197076553203
"9979","GRMZM2G311220","filtered_set",28.8740352763913,15.5568469312054
"9980","GRMZM2G370991","filtered_set",4.13386099986957,14.0925507725985
"9981","GRMZM2G075584","filtered_set",24.5993029882609,16.0548943076627
"9982","GRMZM2G137510","filtered_set",7.30314781273913,17.1937133491757
"9983","GRMZM2G154896","filtered_set",30.6782231691304,17.692457028416
"9986","GRMZM2G014618","filtered_set",2.84428351156522,13.3078287723732
"9988","GRMZM2G070054","filtered_set",27.0534750727826,18.7886000501137
"9989","GRMZM2G014558","filtered_set",9.46650675482609,15.0992382561505
"9990","GRMZM2G024391","filtered_set",4.48947075895652,13.3419595634396
"9991","GRMZM2G140070","filtered_set",24.3321779712609,18.3250055826393
"9992","GRMZM2G072080","filtered_set",29.7443383483913,17.4792254529112
"9993","GRMZM2G062974","filtered_set",8.67704745108696,14.5268799398352
"9994","GRMZM2G042666","filtered_set",13.1856747493043,17.3066925660385
"9996","GRMZM2G358386","filtered_set",11.2964513723913,15.0166290212841
"9997","GRMZM2G144716","filtered_set",41.5097094204348,11.21753206367
"9999","GRMZM2G172930","filtered_set",14.4011962320435,13.5274673857213
"10000","GRMZM2G310453","filtered_set",4.44129244495652,13.3414596407674
"10001","GRMZM2G109821","filtered_set",16.150497246087,15.6541520023178
"10002","GRMZM2G156950","filtered_set",6.22586201608696,14.2880898532049
"10003","GRMZM2G174286","filtered_set",28.4360189856522,14.9176649934881
"10005","GRMZM2G122762","filtered_set",5.1505102696087,14.5224240727775
"10006","GRMZM2G013201","filtered_set",19.7945811604348,15.4990952222922
"10007","GRMZM2G020146","filtered_set",12.50978971,13.3264895778281
"10008","GRMZM2G031528","filtered_set",11.447437641913,15.6963451216623
"10009","GRMZM2G079962","filtered_set",2.90853894204348,13.280230278833
"10010","GRMZM2G113409","filtered_set",21.3122521814783,18.3940690413078
"10012","GRMZM2G172956","filtered_set",18.0752691159565,16.3016092138006
"10013","GRMZM2G097674","filtered_set",20.2013586408696,15.023080920217
"10014","GRMZM2G120740","filtered_set",21.609554684087,13.7490855129279
"10017","GRMZM2G392320","filtered_set",14.3059267395217,15.4828562288298
"10018","GRMZM2G102447","filtered_set",38.9555578252174,13.6732858078992
"10019","GRMZM2G054621","filtered_set",23.4943599998261,14.7492719168557
"10021","GRMZM2G138964","filtered_set",27.5271528408696,20.0602842063635
"10022","AC233943.1_FG002","filtered_set",6.73278260426087,15.4023347136281
"10023","GRMZM2G035305","filtered_set",10.8698183218261,18.0358765937583
"10024","GRMZM2G394528","filtered_set",12.9851481303478,15.0789371000933
"10025","GRMZM2G038821","filtered_set",6.56047544043478,15.3478853880861
"10027","GRMZM2G023791","filtered_set",11.1037132892174,13.284657425883
"10028","GRMZM2G373527","filtered_set",25.1038142754783,21.3685123081797
"10029","GRMZM2G401339","filtered_set",5.57130884086957,13.2045035097505
"10030","GRMZM2G101409","filtered_set",4.41673661730435,13.0795346291526
"10032","GRMZM2G042036","filtered_set",24.6680034785652,16.0383290796888
"10033","GRMZM2G125969","filtered_set",8.766248284,12.8063275549059
"10034","GRMZM2G163471","filtered_set",29.2253971873913,14.5925561813621
"10037","GRMZM2G484653","filtered_set",27.6113978993043,18.0792552263992
"10038","GRMZM2G151236","filtered_set",20.1028770866957,19.3034059869777
"10039","GRMZM2G313448","filtered_set",16.458320121913,18.0378892099903
"10040","GRMZM2G145451","filtered_set",23.4027656386957,12.7175767699925
"10042","GRMZM2G138840","filtered_set",24.5705146236087,20.9115138280428
"10043","GRMZM2G047476","filtered_set",9.35001336347826,13.2320633130699
"10044","GRMZM2G300348","filtered_set",8.59685984004348,13.4194036981094
"10045","GRMZM2G040121","filtered_set",14.0417882477826,18.4163196460952
"10046","GRMZM2G103258","filtered_set",32.3910530426087,12.9669035857983
"10047","GRMZM2G032496","filtered_set",17.5823418841739,14.5285284260604
"10048","GRMZM2G011588","filtered_set",11.3966475846522,14.903217800581
"10049","GRMZM2G131817","filtered_set",23.4899971015652,16.4446439499564
"10050","GRMZM2G011932","filtered_set",19.6057024203913,19.3466759542694
"10051","GRMZM2G406268","filtered_set",31.723268218087,19.7585220668901
"10053","GRMZM2G034668","filtered_set",21.7719968552174,19.7391020101872
"10054","GRMZM2G093195","filtered_set",6.53848386943478,13.1631496906757
"10055","GRMZM2G107377","filtered_set",11.6852813159565,16.6793852182841
"10056","GRMZM2G128072","filtered_set",3.47253813026087,13.1207106127555
"10057","GRMZM2G161435","filtered_set",9.83151350117391,16.6807729412951
"10058","GRMZM2G014695","filtered_set",5.12653540578261,14.1424911793582
"10060","GRMZM2G329952","filtered_set",19.4949475357826,19.4584831816304
"10061","GRMZM2G047855","filtered_set",41.2370224634783,11.8090601208173
"10062","GRMZM5G808899","filtered_set",24.5799355074348,18.0644395139635
"10064","GRMZM2G436981","filtered_set",18.2799323763913,18.704467950069
"10065","GRMZM2G027835","filtered_set",29.7668793675217,17.8215628052398
"10066","GRMZM2G006672","filtered_set",24.7502943472174,17.5985194033974
"10067","GRMZM2G179465","filtered_set",17.2540782930435,17.291729635497
"10070","GRMZM5G841900","filtered_set",27.4515083346522,17.0794604640882
"10071","GRMZM2G432642","filtered_set",17.8120928013913,19.8970281382283
"10072","GRMZM2G100913","filtered_set",32.3784155081304,15.7442798414183
"10073","GRMZM2G436084","filtered_set",4.09938370143478,13.0806309984567
"10074","GRMZM2G097593","filtered_set",25.190182449,16.056372367854
"10075","GRMZM2G156890","filtered_set",25.7526971014348,15.9134154391465
"10077","GRMZM2G448701","filtered_set",14.0093534536522,16.917611921079
"10078","GRMZM2G088627","filtered_set",23.4321247973913,12.8296154136948
"10079","GRMZM2G125304","filtered_set",21.1023779697391,19.9425980785673
"10080","GRMZM2G052178","filtered_set",23.3968312430435,14.4261370860687
"10081","GRMZM2G369931","filtered_set",21.8830555512609,13.5373694638546
"10082","GRMZM2G105772","filtered_set",35.7547938844783,16.1072428786343
"10083","GRMZM5G857090","filtered_set",14.6256416893913,17.5486306005254
"10084","GRMZM2G463464","filtered_set",33.9218344643478,19.3896736565093
"10085","EF517601.1_FG025","filtered_set",3.07168940278261,13.1225240830829
"10086","GRMZM2G046966","filtered_set",16.1966262895652,12.4560554613819
"10088","GRMZM2G040736","filtered_set",12.0884089454348,15.0895997362258
"10089","GRMZM2G321940","filtered_set",35.4576953627391,18.8979364037961
"10090","GRMZM2G105317","filtered_set",28.1984167224783,20.2770156117852
"10091","GRMZM2G055143","filtered_set",5.13545707947826,13.7855759779674
"10092","GRMZM2G014463","filtered_set",2.82020032026087,13.1574674828137
"10093","GRMZM2G078798","filtered_set",4.01867913930435,13.2037591335557
"10094","GRMZM2G008095","filtered_set",22.3758792193043,13.3906905657422
"10095","GRMZM2G451965","filtered_set",12.4012244692174,15.7299116000708
"10096","GRMZM2G575361","filtered_set",4.91293429013044,13.5617330725356
"10097","GRMZM2G140328","filtered_set",15.9575613842174,17.6277236182893
"10098","GRMZM2G543629","filtered_set",4.47096220430435,12.9504961765838
"10099","GRMZM2G025078","filtered_set",35.0234350723043,15.4040089074375
"10100","GRMZM5G875238","filtered_set",3.53622582126087,13.3191610608978
"10101","GRMZM2G153928","filtered_set",21.0501106812609,15.1243093976451
"10103","GRMZM2G134178","filtered_set",2.84264728478261,13.1340240460059
"10104","AC235534.1_FG001","filtered_set",26.2941223330435,18.1093775346259
"10105","GRMZM2G117240","filtered_set",23.3395636227391,17.8114810294818
"10106","GRMZM5G874500","filtered_set",24.3586433481304,13.1712846205313
"10108","GRMZM2G042250","filtered_set",22.0811224051739,19.7277016867531
