"","tracking_id","Gene_Set","m","sd"
"16597","GRMZM2G020920","filtered_set",16.3056607968261,8.19958872191788
"16598","GRMZM2G090480","filtered_set",13.0773286947826,8.45625341049787
"16599","GRMZM2G137046","filtered_set",3.36447885517391,6.91127940590942
"16600","GRMZM2G151227","filtered_set",1.47160641182609,6.56765722716748
"16603","GRMZM2G406043","filtered_set",12.5059275223478,10.9311466351043
"16604","GRMZM2G019744","filtered_set",12.3163011456522,7.68110112148929
"16605","GRMZM2G458659","filtered_set",2.58269364186957,6.76706093026946
"16606","GRMZM2G161761","filtered_set",9.45151043447826,8.14899413001089
"16607","GRMZM2G158197","filtered_set",13.7242537601739,8.38091869876063
"16608","GRMZM2G031656","filtered_set",9.91284095447826,9.54553166873607
"16610","GRMZM2G176698","filtered_set",11.9152212033478,9.58096260059962
"16611","GRMZM2G414007","filtered_set",6.57480668678261,8.51290554775659
"16612","GRMZM2G003028","filtered_set",15.8020756516087,8.17979016843629
"16613","GRMZM2G091857","filtered_set",7.00235603065217,6.40416846734195
"16614","GRMZM2G025294","filtered_set",16.1287717004783,9.63926477513631
"16615","GRMZM2G018030","filtered_set",10.802222467913,7.48299829660408
"16616","GRMZM2G417004","filtered_set",10.6366530137391,10.0278478051336
"16617","GRMZM2G159500","filtered_set",7.23219900482609,8.22967400078807
"16618","GRMZM2G070038","filtered_set",17.2296167533043,8.83371503933946
"16619","GRMZM2G012030","filtered_set",10.3217265631739,8.13848124439723
"16620","AC177908.3_FG002","filtered_set",12.8622254407826,8.86791716044946
"16621","GRMZM2G010105","filtered_set",8.56853475491304,8.80095143477788
"16624","GRMZM2G083738","filtered_set",10.8166550433043,7.97955491955086
"16627","GRMZM2G003988","filtered_set",10.6919531156522,6.42625422713937
"16628","GRMZM2G150838","filtered_set",16.043505145087,7.34476013720242
"16629","GRMZM2G124718","filtered_set",9.26695022478261,9.14763161737078
"16630","GRMZM2G425751","filtered_set",5.6514415683913,8.19773381180119
"16631","GRMZM2G059167","filtered_set",13.494492406087,6.54055487346379
"16632","GRMZM2G049681","filtered_set",6.8873733713913,9.24920388561137
"16633","GRMZM2G011357","filtered_set",1.9401542533913,6.59088775750406
"16634","GRMZM5G895188","filtered_set",15.2295428552174,8.80357348469182
"16635","GRMZM2G409343","filtered_set",5.67744658721739,6.65697520598248
"16637","GRMZM2G157369","filtered_set",3.84778740582609,6.20890461297948
"16638","GRMZM5G878582","filtered_set",13.0809972217391,8.17389370359635
"16642","GRMZM2G159155","filtered_set",14.1789847824348,8.31451683466103
"16643","GRMZM2G137891","filtered_set",2.79863759417391,6.87758318861683
"16645","GRMZM2G404377","filtered_set",17.0722721306957,9.48255911205973
"16646","GRMZM2G067675","filtered_set",10.3885774785652,10.1423456301979
"16647","GRMZM2G102808","filtered_set",17.4822627242174,8.19359801209546
"16649","GRMZM2G164160","filtered_set",10.9161818698696,10.2384573076957
"16650","GRMZM2G072669","filtered_set",4.86585849269565,7.09245111843206
"16651","GRMZM2G162353","filtered_set",15.0228753630435,8.71274958229129
"16653","GRMZM2G353718","filtered_set",10.8440238843478,8.15612608275968
"16654","GRMZM2G308570","filtered_set",13.4673864634783,9.01548179093095
"16656","GRMZM5G872217","filtered_set",11.043226398,9.32548703612874
"16657","GRMZM2G005710","filtered_set",3.13258472013043,6.31381436179861
"16659","GRMZM2G470756","filtered_set",6.54658620256522,9.11367448479576
"16661","GRMZM2G062357","filtered_set",11.9060951592174,8.79603695440264
"16662","GRMZM2G156255","filtered_set",5.85730826947826,7.5544017395221
"16663","GRMZM2G007675","filtered_set",17.0233524633478,7.34340452539487
"16664","GRMZM2G066981","filtered_set",15.2569493372174,8.24776031551866
"16665","GRMZM2G433591","filtered_set",15.7998385936522,8.0509408129523
"16666","GRMZM2G067964","filtered_set",17.0810733321739,7.15123301363013
"16667","GRMZM2G108677","filtered_set",13.2499183627391,7.66974688212818
"16668","GRMZM2G128744","filtered_set",14.0350991449565,8.47577785904095
"16669","GRMZM2G162697","filtered_set",11.6018313623043,8.68304998196552
"16671","GRMZM2G024738","filtered_set",6.71957981143478,7.08631834872763
"16672","GRMZM2G008202","filtered_set",5.19520980743478,8.19526480466513
"16673","GRMZM2G036086","filtered_set",7.03107805782609,8.29730623239065
"16675","GRMZM2G055917","filtered_set",12.4370177537391,9.28370828028096
"16677","GRMZM2G171588","filtered_set",15.0689355018696,8.53179150330511
"16678","GRMZM2G124815","filtered_set",5.48298825686957,8.14554873362922
"16679","GRMZM2G139535","filtered_set",3.18137638121739,6.78281443552198
"16680","GRMZM2G015097","filtered_set",12.3025495648696,6.13351884052203
"16681","GRMZM5G893343","filtered_set",16.294665029,9.98662642622247
"16682","GRMZM2G395236","filtered_set",2.61452289721739,6.361723092404
"16683","GRMZM2G129642","filtered_set",6.98324041608696,8.47714579546256
"16684","GRMZM2G134027","filtered_set",22.7017810149565,7.38011311745088
"16685","GRMZM2G031447","filtered_set",5.22114082630435,7.66945657421868
"16686","GRMZM5G871727","filtered_set",12.0143596375217,8.11312929245697
"16687","GRMZM2G051179","filtered_set",12.3301509923043,9.30756121123823
"16688","GRMZM2G140908","filtered_set",9.24467368113043,7.51200328909458
"16689","GRMZM2G032047","filtered_set",6.44647794182609,8.92257811551723
"16691","GRMZM2G362848","filtered_set",3.45505739247826,7.03504414750751
"16692","GRMZM2G111204","filtered_set",14.2621130432174,8.24635978148515
"16694","GRMZM5G843748","filtered_set",8.04403113934783,8.84223412529398
"16695","GRMZM2G134930","filtered_set",10.8953556202609,7.80995999593207
"16696","GRMZM2G128228","filtered_set",10.6783572808696,10.0986129403936
"16697","GRMZM2G103873","filtered_set",9.7541178406087,10.580875671426
"16698","GRMZM2G443668","filtered_set",13.3246634056522,7.12275041944846
"16699","GRMZM2G013892","filtered_set",15.8378727536522,7.21523155336665
"16701","GRMZM2G080243","filtered_set",11.5431606293043,8.1934271469936
"16702","GRMZM2G566786","filtered_set",6.080359322,8.83338513295573
"16704","GRMZM2G004083","filtered_set",15.374810145913,6.28827208644376
"16705","GRMZM2G019812","filtered_set",15.4974692747391,8.09677252290725
"16706","GRMZM2G108991","filtered_set",7.78767485517391,8.47237991490711
"16707","GRMZM2G431309","filtered_set",12.2148663785217,8.30892631604092
"16708","GRMZM2G335738","filtered_set",3.58628880430435,6.1764844852032
"16709","AC187157.4_FG002","filtered_set",12.662511275913,8.45411819422436
"16710","GRMZM2G011553","filtered_set",4.50808439130435,6.35825359888612
"16711","GRMZM2G169825","filtered_set",6.43206002908696,7.08370396190643
"16712","GRMZM2G086628","filtered_set",2.32478393047826,6.61448964693597
"16713","GRMZM2G141208","filtered_set",9.81034326073913,9.36777303505746
"16714","GRMZM5G819464","filtered_set",6.35117157456522,7.43512421909032
"16715","GRMZM2G050647","filtered_set",16.2177239126087,8.39989136824792
"16716","GRMZM2G130459","filtered_set",11.8295888386957,7.4966649057582
"16717","GRMZM2G079629","filtered_set",6.22138542591304,9.27428951634422
"16718","GRMZM2G019434","filtered_set",16.9528996069565,6.7614518610772
"16719","GRMZM2G151567","filtered_set",2.20416792686957,6.42253854076761
"16720","GRMZM2G394968","filtered_set",1.50898390569565,6.49759055686947
"16722","GRMZM2G006234","filtered_set",8.8002505213913,7.60595718433188
"16723","GRMZM2G424783","filtered_set",16.9795700862174,6.66949349563132
"16724","GRMZM2G035077","filtered_set",5.4829077353913,10.0700638861934
"16725","GRMZM2G116190","filtered_set",16.6732644245652,8.69974608671374
"16727","GRMZM2G441115","filtered_set",1.38627179695652,6.50153665751007
"16728","GRMZM2G378665","filtered_set",4.34138475069565,7.48852887860065
"16729","GRMZM2G116376","filtered_set",10.044159449913,9.20849744512072
"16732","GRMZM2G042639","filtered_set",4.7933992056087,8.81044001789981
"16733","GRMZM2G104575","filtered_set",9.27633123673913,7.20382786653945
"16734","GRMZM2G035073","filtered_set",4.95129007982609,8.39255233865393
"16735","GRMZM2G053557","filtered_set",16.372753143913,8.41771730440469
"16736","GRMZM2G061751","filtered_set",9.21248141834783,8.68558377804407
"16737","GRMZM2G011367","filtered_set",4.41847740569565,9.05005587473405
"16738","GRMZM2G472052","filtered_set",12.049224984,7.85515495456268
"16739","GRMZM2G124377","filtered_set",10.8424725794783,9.73449856734816
"16740","GRMZM2G084296","filtered_set",4.35694978247826,8.40186859457123
"16741","GRMZM2G318652","filtered_set",3.23748777665217,8.37642645562434
"16742","GRMZM2G312970","filtered_set",12.613497753913,8.24716389710776
"16743","GRMZM2G438602","filtered_set",12.6914806526522,9.83437417614782
"16744","GRMZM2G457697","filtered_set",15.9289733556087,9.77560773653103
"16745","GRMZM2G058314","filtered_set",8.6387803726087,7.73311371471292
"16746","GRMZM2G159962","filtered_set",4.2811295726087,6.69680671263369
"16747","GRMZM2G014508","filtered_set",14.7874394983913,7.78636562635833
"16748","GRMZM2G102181","filtered_set",10.3460388401739,9.5705902874008
"16749","GRMZM2G037926","filtered_set",11.0134207097391,7.67968577183362
"16751","GRMZM2G059026","filtered_set",3.55735378256522,6.40371592922197
"16752","GRMZM5G884972","filtered_set",10.8501730433043,6.91892191743676
"16755","GRMZM2G316232","filtered_set",10.8120133188696,7.18898487207583
"16756","GRMZM2G086418","filtered_set",11.5147473906957,7.23571807438156
"16757","GRMZM2G465257","filtered_set",11.0569060582174,10.0424416377762
"16758","GRMZM2G142553","filtered_set",18.1679881163478,8.49518147713746
"16759","GRMZM2G447657","filtered_set",4.88025902869565,10.3617713882305
"16761","GRMZM2G114459","filtered_set",13.3767234453478,10.1278909385077
"16762","GRMZM5G843914","filtered_set",10.7415342994348,8.06804298242803
"16763","GRMZM2G077842","filtered_set",6.72221354169565,11.1631140217665
"16764","GRMZM2G171248","filtered_set",9.9853900793913,10.6784328060774
"16765","GRMZM2G043783","filtered_set",12.5851667101304,9.23524881650603
"16766","GRMZM5G842886","filtered_set",10.6330822821304,8.04986182418697
"16767","GRMZM2G031352","filtered_set",15.0021063769565,7.68254569120064
"16769","GRMZM2G314386","filtered_set",20.4602872459565,6.04939581933664
"16771","GRMZM2G057466","filtered_set",6.69158065243478,6.7404889963349
"16774","GRMZM2G107987","filtered_set",8.88594931856522,9.7576216489814
"16776","GRMZM5G888250","filtered_set",9.76733027521739,10.3575201554765
"16777","GRMZM2G133097","filtered_set",5.42352698573913,8.36207226224289
"16778","GRMZM2G004087","filtered_set",13.1849460546522,10.0261608917039
"16779","GRMZM2G011347","filtered_set",4.0243635446087,8.01077521668159
"16780","GRMZM2G065214","filtered_set",4.29745307134783,8.24421695389776
"16782","GRMZM2G091964","filtered_set",12.0526119573478,9.32008571903849
"16785","GRMZM2G057950","filtered_set",15.754735101,7.64240025713972
"16786","GRMZM2G142664","filtered_set",8.53967717578261,8.6719629987351
"16787","GRMZM2G075488","filtered_set",13.0812759001739,6.31531452698148
"16788","GRMZM2G026459","filtered_set",6.98853046695652,7.25476148357953
"16789","GRMZM2G082376","filtered_set",2.42697974647826,6.80857282778299
"16790","GRMZM5G870381","filtered_set",9.81252210147826,9.38523446514947
"16791","GRMZM2G061568","filtered_set",4.84836617691304,7.68631767769397
"16792","GRMZM2G113127","filtered_set",11.7777627534783,7.27576493083687
"16793","GRMZM2G123987","filtered_set",15.6561627527826,6.2744091568954
"16794","AC185300.4_FG002","filtered_set",11.2460762608696,8.43112609438626
"16795","GRMZM2G016671","filtered_set",12.647610421087,9.85482951146727
"16796","GRMZM2G006229","filtered_set",3.91560276682609,6.61453481399548
"16797","GRMZM2G016290","filtered_set",7.76707375386956,8.5607191237401
"16798","GRMZM2G450920","filtered_set",10.6870747266522,9.21974156850252
"16799","GRMZM2G023667","filtered_set",16.4685325213478,8.29710370231927
"16800","GRMZM2G415433","filtered_set",14.6961624923043,9.90284436448023
"16801","GRMZM2G178014","filtered_set",9.13334343813044,7.93335501598686
"16802","GRMZM2G080231","filtered_set",7.44241772134783,9.09029386081024
"16803","GRMZM2G037624","filtered_set",14.5458381160435,9.73806465410917
"16804","GRMZM2G143568","filtered_set",18.4853208393043,9.12106498781964
"16806","GRMZM2G024827","filtered_set",3.98356157969565,7.97811556519579
"16807","GRMZM2G175728","filtered_set",9.82304905539131,6.16580811662429
"16808","GRMZM2G096944","filtered_set",8.80415772495652,10.6452242334335
"16809","GRMZM2G085117","filtered_set",9.25848710186957,8.19117675484426
"16810","GRMZM2G109268","filtered_set",12.5460281153913,6.23264082106186
"16811","GRMZM2G072550","filtered_set",11.2688964492609,5.2250360888371
"16812","GRMZM2G174137","filtered_set",12.4393974205652,7.67202604584197
"16813","GRMZM2G027546","filtered_set",13.2329445939565,7.97020948432418
"16814","GRMZM2G477491","filtered_set",8.38069900734783,7.60529424835655
"16815","GRMZM2G157517","filtered_set",3.68601614195652,6.68345319036837
"16816","GRMZM2G005205","filtered_set",13.1633668406087,8.59283590837526
"16817","GRMZM2G020514","filtered_set",4.53014815934783,6.3223030379997
"16818","GRMZM2G170017","filtered_set",2.8914566156087,6.70409415281057
"16819","GRMZM2G165695","filtered_set",8.40333620330435,9.2484258642444
"16821","GRMZM5G887077","filtered_set",7.02453275356522,10.267763295927
"16822","GRMZM2G036590","filtered_set",7.18391166847826,6.09229839972513
"16823","GRMZM2G459642","filtered_set",14.6740207101739,8.05192114674974
"16824","GRMZM2G173309","filtered_set",15.9625890721739,7.4055252331937
"16825","GRMZM2G042055","filtered_set",9.16149591734783,7.53517898338697
"16826","GRMZM2G044495","filtered_set",10.5864033573478,9.26078330735059
"16828","GRMZM5G861442","filtered_set",1.36454898534783,6.43661941411832
"16829","GRMZM2G425736","filtered_set",15.2933589855217,7.81403416158387
"16831","GRMZM2G039325","filtered_set",12.6443633276957,8.41642355576253
"16833","GRMZM2G047918","filtered_set",2.33000374491304,6.55551591059103
"16834","GRMZM2G061879","filtered_set",1.381180594,6.42901053228152
"16836","GRMZM2G076435","filtered_set",4.83541870882609,7.15039276929225
"16837","GRMZM2G107771","filtered_set",3.72124394486957,6.79427165247066
"16839","GRMZM2G076394","filtered_set",2.51017931578261,6.83355929222886
"16840","GRMZM2G119483","filtered_set",14.0548150657826,8.58120561679879
"16841","GRMZM2G174785","filtered_set",10.7057121733043,8.74254456238945
"16842","GRMZM2G111632","filtered_set",11.3862627537826,7.8573079904427
"16843","GRMZM2G098815","filtered_set",19.2784080304348,6.80095886923637
"16844","GRMZM2G166903","filtered_set",10.317220796913,7.01816331561102
"16845","GRMZM2G150209","filtered_set",19.6588175803043,6.51961083815667
"16846","GRMZM2G329033","filtered_set",19.8603130433478,6.90039100516002
"16848","GRMZM2G303915","filtered_set",9.69185074030435,7.98513781797221
"16849","GRMZM2G099802","filtered_set",3.91673654334783,7.11724704261782
"16850","GRMZM2G064145","filtered_set",12.2779268256522,8.63212362401756
"16851","GRMZM2G056145","filtered_set",13.5735922758696,8.56382664832032
"16852","GRMZM5G834286","filtered_set",11.1741477538261,9.24780932733891
"16853","GRMZM2G140970","filtered_set",14.3145848948261,7.41863669861979
"16854","GRMZM5G893921","filtered_set",12.1842657636522,7.65532965285888
"16856","GRMZM2G149138","filtered_set",18.0904470867826,7.67771260918332
"16857","GRMZM2G148211","filtered_set",9.82669969543478,7.49975141618977
"16858","GRMZM2G005678","filtered_set",5.42118185465217,7.04048775274222
"16859","GRMZM2G050126","filtered_set",13.8520748954783,9.15126199746403
"16860","GRMZM5G800751","filtered_set",10.9130236954348,7.03206044292612
"16861","GRMZM2G058573","filtered_set",14.1546304344783,8.34742464709604
"16863","GRMZM2G062848","filtered_set",8.23757314473913,6.27895853355438
"16864","GRMZM2G382104","filtered_set",15.8809428696087,8.46668449983115
"16865","GRMZM2G062885","filtered_set",2.39960015778261,6.73902434168013
"16867","GRMZM2G104833","filtered_set",10.8893268842174,7.82839760602649
"16868","GRMZM2G153797","filtered_set",7.42699529721739,8.65063122910547
"16870","GRMZM2G054109","filtered_set",15.246715304,8.92670624782028
"16871","GRMZM5G805505","filtered_set",3.05811891608696,7.96994390826018
"16872","GRMZM2G353213","filtered_set",12.0315213124783,7.14203133215773
"16873","GRMZM2G065194","filtered_set",4.58351909,7.12561942445501
"16875","GRMZM2G158496","filtered_set",9.01182401491304,6.08567410360816
"16876","GRMZM2G179505","filtered_set",14.3191864057826,7.87012455680662
"16877","GRMZM5G818643","filtered_set",8.04481242721739,7.81041748716352
"16878","GRMZM2G021277","filtered_set",1.40466854652174,6.39753037529096
"16881","GRMZM2G381395","filtered_set",11.583486658,9.35679402662197
"16882","GRMZM2G017047","filtered_set",13.2768407966522,8.62868492595132
"16883","GRMZM2G120539","filtered_set",5.83123058956522,8.06256257763328
"16884","GRMZM2G032071","filtered_set",14.1732038118261,9.05681362284845
"16886","GRMZM2G468111","filtered_set",6.12942725604348,9.83664019353932
"16887","GRMZM2G048136","filtered_set",4.30602780730435,7.14919363843635
"16888","GRMZM2G090981","filtered_set",20.0124678843478,8.32254027207073
"16889","GRMZM2G377115","filtered_set",5.2390754206087,6.40009901005091
"16890","GRMZM2G098076","filtered_set",17.4254471165652,7.84430459453017
"16891","GRMZM2G120047","filtered_set",14.2196066083478,9.42502701992104
"16892","GRMZM2G117300","filtered_set",6.12478531030435,5.88256482782958
"16893","GRMZM2G076392","filtered_set",8.76212710143478,7.1711870723635
"16895","GRMZM2G017269","filtered_set",16.5548138737391,9.49939034571559
"16896","GRMZM2G073504","filtered_set",13.1322332760435,7.50488661971136
"16898","AC196465.3_FG002","filtered_set",3.960774565,5.90504307221273
"16899","GRMZM2G487328","filtered_set",7.47244717534783,10.4960760962126
"16900","GRMZM2G162637","filtered_set",12.8302452889565,7.99757837866704
"16901","GRMZM2G052688","filtered_set",11.2307468183913,8.17713730592227
"16902","GRMZM2G125529","filtered_set",4.15289620008696,7.92783681606304
"16906","GRMZM2G456422","filtered_set",4.39610456352174,7.59297922487074
"16907","GRMZM2G127690","filtered_set",2.25433157256522,6.27158261929651
"16908","GRMZM2G158062","filtered_set",18.5181600717391,7.80693124962177
"16909","GRMZM2G178236","filtered_set",13.2284019564783,9.21969843523617
"16910","GRMZM2G014454","filtered_set",13.8216154498261,8.13245640741107
"16911","GRMZM2G179336","filtered_set",7.90039695813043,8.0660161752354
"16913","GRMZM2G006562","filtered_set",1.5173060436087,6.37900252118146
"16915","GRMZM2G082670","filtered_set",10.5490452014348,6.32896995732383
"16916","GRMZM2G065244","filtered_set",8.48513469547826,6.73645709492159
"16918","GRMZM5G858197","filtered_set",10.7361896523478,7.13005622796758
"16919","GRMZM2G019819","filtered_set",3.51186163782609,8.62379737014703
"16921","GRMZM2G329885","filtered_set",11.4436634637391,8.56060200547263
"16922","GRMZM2G022997","filtered_set",14.0717966663478,8.95518978202166
"16923","GRMZM2G004207","filtered_set",2.60451266386957,6.31567990604105
"16924","GRMZM2G003043","filtered_set",10.2570380289565,8.76361832627404
"16925","GRMZM2G415012","filtered_set",14.5262276806957,8.66507267669277
"16926","GRMZM2G054936","filtered_set",1.47400426226087,6.35629795052788
"16928","GRMZM2G023557","filtered_set",3.11282964508696,8.45949651729626
"16930","GRMZM2G341089","filtered_set",8.25163751452174,7.20903525066539
"16931","GRMZM2G174797","filtered_set",14.8080134056087,9.45094459799955
"16932","GRMZM2G110289","filtered_set",9.20124851782609,7.70850642894822
"16933","GRMZM2G008226","filtered_set",6.68389980856522,8.43203844352842
"16934","GRMZM2G397836","filtered_set",14.6833407102174,9.16778210178708
"16935","GRMZM2G074987","filtered_set",2.76408367121739,6.35292040058546
"16938","GRMZM2G071599","filtered_set",10.1005992030435,9.2011010351099
"16939","GRMZM2G125494","filtered_set",19.404624826087,7.65457553491319
"16940","GRMZM2G018487","filtered_set",9.00989627504348,9.89339793173466
"16941","GRMZM2G031138","filtered_set",6.00484323369565,6.96572906092667
"16943","GRMZM2G457003","filtered_set",5.04351599847826,6.41416147259653
"16947","GRMZM2G325693","filtered_set",4.03520721917391,8.09670473355045
"16948","GRMZM2G163578","filtered_set",3.59039310304348,8.75672952386001
"16952","GRMZM2G100946","filtered_set",13.1634803623913,8.64874129325836
"16954","GRMZM2G080586","filtered_set",9.30745070995652,8.05154745084531
"16956","GRMZM2G058913","filtered_set",18.5194122462609,8.1223693449629
"16957","GRMZM2G060817","filtered_set",11.9558806692609,7.27035155027065
"16958","GRMZM2G006781","filtered_set",16.0280258203043,8.08547887974343
"16959","GRMZM2G099463","filtered_set",14.9274690665217,8.67948270162972
"16960","GRMZM5G864526","filtered_set",3.56019367813043,6.88707031287402
"16961","GRMZM2G391794","filtered_set",6.70722953243478,8.87590042412032
"16963","GRMZM2G050961","filtered_set",10.0225980144783,7.41677552543412
"16964","GRMZM2G128012","filtered_set",5.36363486947826,6.08817118322653
"16968","GRMZM2G446895","filtered_set",14.0249111595652,7.71124871034958
"16969","GRMZM2G120973","filtered_set",14.50927264,8.91776674332671
"16970","GRMZM2G008093","filtered_set",12.3204169282609,9.97002461462726
"16971","GRMZM2G123328","filtered_set",10.8419360724348,7.57204325433773
"16972","GRMZM2G024247","filtered_set",14.6628199226522,8.83781490051116
"16973","GRMZM2G380361","filtered_set",15.2470550732609,8.63185234655232
"16974","GRMZM2G049613","filtered_set",10.0218004348261,6.53547945525447
"16976","GRMZM5G806833","filtered_set",7.06600558552174,7.72829788705636
"16977","GRMZM2G446515","filtered_set",11.5302614498696,6.84589691240178
"16978","GRMZM2G171028","filtered_set",9.4473362873913,8.73287771800581
"16981","GRMZM2G446050","filtered_set",11.2839108620435,6.9296470498925
"16983","GRMZM2G108384","filtered_set",14.142019116087,9.48274082894231
"16984","GRMZM2G011858","filtered_set",17.0583544136087,7.35967788090686
"16985","GRMZM2G047095","filtered_set",12.0418927395652,6.42640659134201
"16986","GRMZM2G090528","filtered_set",3.76355527269565,7.46434366937897
"16987","GRMZM2G048819","filtered_set",9.84258917373913,9.47054185835467
"16988","GRMZM2G424181","filtered_set",14.9962357967826,9.28150260873514
"16989","GRMZM2G477847","filtered_set",13.5927247827391,7.54547226083585
"16990","GRMZM2G006474","filtered_set",12.561656231913,7.72021324344037
"16991","GRMZM2G020653","filtered_set",15.4798408330435,7.33120573975032
"16994","GRMZM2G040692","filtered_set",10.2907846681304,10.5815866288349
"16996","GRMZM2G412524","filtered_set",13.3485123801304,9.16562282314066
"16998","GRMZM2G165060","filtered_set",5.82793133165217,7.14305518715032
"16999","GRMZM2G174574","filtered_set",7.69060032013043,9.06577816496704
"17000","GRMZM2G047851","filtered_set",7.81791946378261,9.5399203665935
"17001","GRMZM2G034503","filtered_set",12.3620249374783,9.09210847997195
"17002","GRMZM2G143655","filtered_set",17.2474121457826,7.20755403752685
"17003","GRMZM2G080764","filtered_set",16.7496329847826,5.70932998685698
"17004","GRMZM2G111679","filtered_set",13.1138149275652,6.59691819563781
"17005","GRMZM2G173734","filtered_set",14.4572765206957,7.40474684937472
"17006","GRMZM2G053801","filtered_set",11.1135218843913,6.74204268602012
"17007","GRMZM2G100212","filtered_set",1.655373681,6.34627326296592
"17008","GRMZM2G396527","filtered_set",2.64520096352174,6.46215934359007
"17009","GRMZM2G124563","filtered_set",15.2510622186957,7.38459277655301
"17012","GRMZM2G117855","filtered_set",6.2364395073913,7.44275408507504
"17013","GRMZM2G021339","filtered_set",6.5946110056087,7.08390470595296
"17014","GRMZM2G444692","filtered_set",18.3337743041739,7.04770824471186
"17016","GRMZM2G115670","filtered_set",11.3739414207391,9.24060318400391
"17017","GRMZM2G043331","filtered_set",15.2961144489565,7.95617422916744
"17018","GRMZM2G152438","filtered_set",15.7444095646522,5.7590050127204
"17019","GRMZM2G156630","filtered_set",11.162079667,6.09229509484893
"17020","GRMZM5G842686","filtered_set",10.5287963627826,8.59471768770576
"17021","GRMZM2G015291","filtered_set",11.9057627241739,9.26727250722076
"17023","GRMZM2G138967","filtered_set",10.2983508796087,7.69262854613907
"17024","GRMZM2G325139","filtered_set",1.98484698565217,6.2528490920618
"17025","GRMZM2G047299","filtered_set",2.1834195986087,6.3353045319281
"17026","GRMZM2G052365","filtered_set",7.83524449769565,7.76243812105539
"17027","GRMZM2G124460","filtered_set",7.31037256552174,7.7761578490189
"17028","GRMZM2G044862","filtered_set",15.3912428120435,9.48574368967976
"17029","GRMZM2G110166","filtered_set",17.7738260865217,6.98500293054063
"17030","GRMZM2G475702","filtered_set",3.53069483565217,7.52508243142062
"17031","GRMZM2G178775","filtered_set",3.70501840617391,7.29188735983625
"17032","GRMZM2G348890","filtered_set",3.40199184782609,7.61745758041577
"17033","GRMZM2G047316","filtered_set",17.9244488404348,7.25035473772407
"17034","GRMZM2G027272","filtered_set",9.17543008321739,7.75994440745848
"17035","GRMZM2G058374","filtered_set",15.1438069321304,8.77192731324074
"17037","GRMZM5G850786","filtered_set",3.35578568126087,6.00133831762769
"17038","GRMZM2G038153","filtered_set",2.51056879121739,6.66113790301742
"17039","GRMZM2G066044","filtered_set",6.05778515230435,6.8946015942968
"17040","GRMZM2G162725","filtered_set",12.6255233913913,9.42780580352707
"17043","GRMZM2G171934","filtered_set",5.31259876821739,8.25411518771854
"17044","GRMZM2G123140","filtered_set",8.47839619582609,10.676015220659
"17045","GRMZM2G161019","filtered_set",14.9238840573913,8.00694457412985
"17046","GRMZM2G077752","filtered_set",11.148383377087,10.630726257275
"17047","GRMZM2G053925","filtered_set",7.20107421734783,8.40430438640988
"17048","AC208440.3_FG003","filtered_set",9.53058309965217,8.8418244940328
"17049","GRMZM2G122999","filtered_set",17.01049029,7.52607992426007
"17051","GRMZM2G127230","filtered_set",2.86618902008696,6.41624114132078
"17053","GRMZM2G082487","filtered_set",4.71163035469565,7.37461345868899
"17056","GRMZM2G043632","filtered_set",7.97286427591304,8.93232942066295
"17057","GRMZM2G087850","filtered_set",14.8798470874783,7.41447175228768
"17058","GRMZM2G173852","filtered_set",9.61779456969565,9.14079254782635
"17060","GRMZM2G100448","filtered_set",14.2649650863913,8.17711890996821
"17061","GRMZM2G028552","filtered_set",14.0931324013043,8.20016342528036
"17062","GRMZM5G870080","filtered_set",16.9597191305652,5.66108772008583
"17063","GRMZM5G850027","filtered_set",9.51289921682609,8.01161636296037
"17064","GRMZM2G151671","filtered_set",5.53212139130435,8.44259279027673
"17065","GRMZM2G160971","filtered_set",4.97679313769565,7.07212963191964
"17066","GRMZM2G104955","filtered_set",12.1751414488696,7.30822046427455
"17067","GRMZM2G428555","filtered_set",3.9847295103913,6.80633710426396
"17069","GRMZM2G058568","filtered_set",8.65816547821739,6.13528266543519
"17070","GRMZM2G133382","filtered_set",1.31456186391304,6.29893206179343
"17071","GRMZM2G095969","filtered_set",13.533677232,7.79627077338231
"17073","GRMZM2G392477","filtered_set",8.62135609604348,7.88629016861954
"17075","AC233979.1_FG006","filtered_set",11.9777073915217,7.88770301589593
"17076","AC234154.1_FG007","filtered_set",14.0030426078261,7.94384427915287
"17077","GRMZM2G154958","filtered_set",5.0291521973913,7.37980858156063
"17079","GRMZM2G149406","filtered_set",15.5381715362174,8.99418214920105
"17080","GRMZM2G107565","filtered_set",16.9805418846087,8.58067486004875
"17081","GRMZM5G831224","filtered_set",2.09232566369565,6.41278190123694
"17082","GRMZM2G146143","filtered_set",9.30710282417391,10.3522032438376
"17083","GRMZM2G166507","filtered_set",10.5602963334783,8.71523402837843
"17084","GRMZM2G073310","filtered_set",6.61458313021739,6.36510790415759
"17085","GRMZM2G011240","filtered_set",4.36305583486957,8.10582016260093
"17086","GRMZM2G177445","filtered_set",13.3172241957826,10.2560966150208
"17089","GRMZM2G318408","filtered_set",8.16242565682609,7.35593105811676
"17090","GRMZM2G553532","filtered_set",12.7735334656522,10.3291277389991
"17093","GRMZM2G314882","filtered_set",15.4513955067826,6.72390981271193
"17094","GRMZM2G358537","filtered_set",3.37282446821739,6.09732647644908
"17095","GRMZM2G007347","filtered_set",8.54164704382609,7.33046806793988
