,tracking_id,Syntany,m,sd
1,AC148152.3_FG005,Non-Syntenic,140.2902695,463.7455433
2,AC148152.3_FG008,Non-Syntenic,13.827064,34.5438109
3,AC148167.6_FG001,Syntenic,43.01936328,60.66807322
4,AC149475.2_FG002,Syntenic,9.463355869,20.70609676
5,AC149475.2_FG003,Syntenic,2402.974781,1149.283114
6,AC149475.2_FG005,Syntenic,3.375121052,5.428724635
7,AC149475.2_FG007,Syntenic,350.052294,196.1608991
8,AC149810.2_FG004,NA,298.9475757,646.2618884
9,AC149810.2_FG008,Syntenic,1.309018724,4.087649243
10,AC149818.2_FG001,Syntenic,0.468541056,1.968115563
11,AC149818.2_FG004,Syntenic,1890.93745,1552.214454
12,AC149818.2_FG005,Syntenic,609.8032787,2003.226493
13,AC149818.2_FG006,Syntenic,109.5157963,81.66277003
14,AC149818.2_FG007,Syntenic,2.553103053,5.868348779
15,AC149828.2_FG002,Syntenic,1389.918678,1069.675846
16,AC149829.2_FG002,Syntenic,1.714428928,9.848644381
17,AC149829.2_FG003,Syntenic,188.0824415,167.3102193
18,AC149829.2_FG004,Syntenic,18.24338242,78.02201138
19,AC149829.2_FG006,Syntenic,3.688668273,8.39988085
20,AC152495.1_FG002,Syntenic,0.416112767,2.390385858
21,AC152495.1_FG003,NA,0.425335999,1.384033957
22,AC155352.2_FG001,Non-Syntenic,0.948486134,4.247982867
23,AC155376.2_FG004,Syntenic,0.038074518,0.218721455
24,AC155376.2_FG005,Syntenic,3.776918581,6.606737779
25,AC155377.1_FG001,Syntenic,64.35865303,76.8318475
26,AC155377.1_FG002,Syntenic,53.71522916,39.439874
27,AC155434.2_FG004,Syntenic,124.2047009,99.26991239
28,AC155496.2_FG009,Syntenic,116.9627186,102.1644008
29,AC155610.2_FG007,Syntenic,38.91065551,111.2214299
30,AC155622.2_FG001,Syntenic,835.5784822,506.6582863
31,AC155622.2_FG004,NA,17.01794282,38.20521832
32,AC155624.2_FG011,Syntenic,6.053404615,23.78935966
33,AC159612.1_FG007,Syntenic,96.27485507,114.3626571
34,AC165178.2_FG004,Syntenic,0.199713732,1.147268043
35,AC166636.1_FG007,Syntenic,0.281253097,1.615676034
36,AC166636.1_FG009,Syntenic,0.225524668,1.295540584
37,AC177850.2_FG005,NA,2923.397149,2134.176336
38,AC177897.2_FG002,Syntenic,0.247563308,0.994951841
39,AC177897.2_FG022,Non-Syntenic,34.62641294,146.9472125
40,AC177908.3_FG002,Syntenic,3.133073536,7.020203769
41,AC177936.6_FG008,NA,0.213258442,0.883229766
42,AC182482.3_FG003,Syntenic,0.126688762,0.727771532
43,AC182617.3_FG001,Syntenic,484.7752135,390.3145862
44,AC183315.4_FG006,Syntenic,0.34023453,1.423115545
45,AC183508.3_FG004,Non-Syntenic,1.745120632,10.0249548
46,AC183888.4_FG006,Non-Syntenic,3.893864139,9.662968578
47,AC183932.3_FG007,Syntenic,0.092665487,0.532322696
48,AC183938.4_FG011,Non-Syntenic,0.296389935,1.702630552
49,AC183950.2_FG006,Non-Syntenic,7.72051172,14.22887015
50,AC184130.4_FG005,Syntenic,41.95941604,165.3247524
51,AC184130.4_FG012,Non-Syntenic,1.767229151,5.063391899
52,AC184165.4_FG001,Non-Syntenic,90.51346673,474.741632
53,AC184169.3_FG001,NA,3.647319198,17.15874874
54,AC184840.4_FG010,Non-Syntenic,198.3884455,1139.654854
55,AC185226.4_FG001,Syntenic,206.7969117,185.5342142
56,AC185415.3_FG005,Syntenic,41.10557354,50.94459434
57,AC185464.3_FG003,Non-Syntenic,6.231037094,35.79458294
58,AC185466.3_FG001,Non-Syntenic,5.867900391,14.02874791
59,AC185648.3_FG007,Non-Syntenic,25.25173954,81.91866769
60,AC186147.3_FG008,Syntenic,24.8714933,63.86961979
61,AC186287.7_FG005,Syntenic,12.23720621,70.29739769
62,AC186510.3_FG004,Non-Syntenic,0.993953749,4.555943184
63,AC186577.3_FG006,Syntenic,0.132434425,0.760777854
64,AC187098.4_FG011,Syntenic,103.929012,104.780413
65,AC187157.4_FG002,Syntenic,119.634914,107.5786856
66,AC187157.4_FG005,Syntenic,0.210138671,1.20715476
67,AC187212.3_FG004,Non-Syntenic,3.255225019,6.722874038
68,AC187262.4_FG007,NA,13065.60001,13665.17522
69,AC188023.3_FG005,Syntenic,11.72361649,28.21484016
70,AC188144.2_FG006,Non-Syntenic,2.576686203,5.311511224
71,AC188752.3_FG011,Non-Syntenic,17.50844619,34.15650953
72,AC188831.3_FG006,Syntenic,0.266697203,1.172548458
73,AC188832.5_FG005,Non-Syntenic,19.46781845,105.6248669
74,AC188838.3_FG005,Syntenic,240.7297893,163.8098386
75,AC189750.4_FG004,Syntenic,131.3357026,204.2120002
76,AC189771.3_FG001,Syntenic,278.1984886,930.9606998
77,AC189879.3_FG003,Syntenic,11.9053329,20.77203973
78,AC190485.1_FG002,Non-Syntenic,8.03094778,14.30660132
79,AC190609.3_FG001,Syntenic,0.345571822,1.985158979
80,AC190609.3_FG002,Syntenic,1043.751192,955.0712304
81,AC190609.3_FG003,Syntenic,4.810958412,16.46359514
82,AC190609.3_FG004,Syntenic,47.25387514,153.8653992
83,AC190628.4_FG007,Syntenic,87.46254149,85.9107502
84,AC190636.3_FG005,Non-Syntenic,74.76883974,175.1502739
85,AC190743.3_FG012,NA,14.6726629,43.98590621
86,AC190909.3_FG003,NA,169.6023987,169.0177238
87,AC190909.3_FG004,NA,217.6464436,259.223318
88,AC190915.3_FG007,NA,8.427796896,15.25928136
89,AC190958.3_FG001,Non-Syntenic,0.186411998,1.0708554
90,AC191009.3_FG004,Non-Syntenic,263.2608834,355.7350039
91,AC191048.2_FG006,Syntenic,5.058008562,10.87919181
92,AC191050.3_FG003,Non-Syntenic,30.34188084,113.9100077
93,AC191069.3_FG004,Syntenic,5.678876843,17.71373966
94,AC191246.3_FG006,Syntenic,0.216927684,0.887714086
95,AC191283.3_FG004,Non-Syntenic,1.338192448,5.682032658
96,AC191375.3_FG001,Syntenic,28.40103588,97.78989794
97,AC191534.3_FG003,Syntenic,30.23130094,89.29345662
98,AC191676.3_FG011,Syntenic,4.431516189,12.31290583
99,AC192244.3_FG001,Non-Syntenic,4961.452444,2096.449858
100,AC192451.3_FG001,Syntenic,81.08761104,117.0050755
101,AC193324.3_FG002,Non-Syntenic,0.032924123,0.189134688
102,AC193379.3_FG001,Syntenic,1.035859175,5.479876913
103,AC193598.3_FG002,Non-Syntenic,0.139490875,0.801314068
104,AC193632.2_FG002,Syntenic,0.050252713,0.288679856
105,AC194022.3_FG013,Syntenic,25.81475352,117.1100587
106,AC194039.4_FG009,Non-Syntenic,93.84351903,117.136591
107,AC194056.3_FG008,Syntenic,10.24863705,58.87393757
108,AC194069.3_FG003,Non-Syntenic,0.734172515,3.012279815
109,AC194135.3_FG008,Non-Syntenic,0.569694833,1.947084035
110,AC194203.3_FG003,Syntenic,14.65389163,42.27386078
111,AC194296.3_FG001,Non-Syntenic,1.572465038,5.345401774
112,AC194341.4_FG002,Syntenic,600.2422893,472.0789756
113,AC194341.4_FG003,Syntenic,2.478825883,9.109930622
114,AC194457.3_FG001,Syntenic,6.409978646,26.65250219
115,AC194914.3_FG002,Syntenic,278.7939277,287.6576902
116,AC194970.5_FG001,Syntenic,79.8199856,168.8592167
117,AC194970.5_FG002,Syntenic,0.413254616,2.373967029
118,AC194970.5_FG004,Syntenic,42.26423864,46.52767396
119,AC194970.5_FG005,Syntenic,47.08726199,53.60815021
120,AC194970.5_FG009,Syntenic,400.9356243,398.1099885
121,AC195154.3_FG004,Syntenic,0.081723928,0.376234291
122,AC195220.3_FG002,Non-Syntenic,0.965811563,2.702302261
123,AC195220.3_FG008,Non-Syntenic,0.682641622,3.286456283
124,AC195340.3_FG001,Syntenic,9713.222678,8411.851938
125,AC195340.3_FG002,Syntenic,583.0650644,325.9975902
126,AC195340.3_FG004,Syntenic,0.436072326,2.505044795
127,AC195587.4_FG004,Syntenic,3.76693308,9.175737507
128,AC195860.3_FG005,Syntenic,27.25839609,39.16124313
129,AC195860.3_FG006,Syntenic,533.3491506,474.5292333
130,AC195874.2_FG002,Syntenic,38.7412135,48.60987927
131,AC196090.3_FG006,Syntenic,41.62809003,92.48193644
132,AC196144.3_FG002,Non-Syntenic,6.785167707,16.69675221
133,AC196156.3_FG003,NA,1351.812888,515.2820208
134,AC196202.3_FG007,Syntenic,24.78010708,55.2105398
135,AC196278.2_FG003,NA,44.78312712,74.72890552
136,AC196278.2_FG004,NA,110.4188248,140.2048552
137,AC196417.3_FG008,Syntenic,1.739967897,9.995354589
138,AC196426.3_FG007,Syntenic,527.0877701,229.4894873
139,AC196437.3_FG001,Non-Syntenic,1.414583864,4.661830748
140,AC196465.3_FG006,Syntenic,2.32430353,6.360736464
141,AC196475.3_FG004,Syntenic,3723.078744,8018.709998
142,AC196475.3_FG005,Syntenic,340.5183471,252.749163
143,AC196489.3_FG002,Syntenic,6428.308876,4861.785059
144,AC196779.3_FG003,Syntenic,113.6829292,379.1387131
145,AC196968.2_FG001,NA,17.32831326,38.71871119
146,AC197013.3_FG003,NA,637.6924937,685.7887045
147,AC197056.3_FG005,Non-Syntenic,64.07872783,67.27030432
148,AC197118.3_FG005,Syntenic,20.5033078,34.82767209
149,AC197122.3_FG003,Syntenic,49.05565706,43.32566168
150,AC197140.2_FG001,Non-Syntenic,0.634855562,3.64696755
151,AC197143.3_FG007,Syntenic,62.31670904,208.7299322
152,AC197146.3_FG001,Syntenic,18.43827934,37.32188413
153,AC197150.3_FG003,Syntenic,15.36199994,57.18286188
154,AC197243.3_FG001,Non-Syntenic,3.239374294,18.60878857
155,AC197246.3_FG001,Syntenic,174.8870943,167.5025379
156,AC197246.3_FG003,Syntenic,1552.698346,2278.626133
157,AC197429.3_FG003,Non-Syntenic,94.39687662,113.6012523
158,AC197545.3_FG002,NA,242.1913653,241.6085896
159,AC197555.3_FG008,Syntenic,507.5267153,275.9712246
160,AC197672.3_FG002,Non-Syntenic,389.3666132,563.5244269
161,AC197699.3_FG001,Syntenic,17.63351034,55.09839008
162,AC197699.3_FG003,Syntenic,7.409500648,11.07471531
163,AC197705.4_FG001,Syntenic,144.41127,395.7231947
164,AC197705.4_FG003,Syntenic,1190.452967,3283.144211
165,AC197705.4_FG006,Syntenic,1.052966552,2.631144383
166,AC197705.4_FG007,Syntenic,202.5583362,140.7753877
167,AC197705.4_FG011,Syntenic,1.592821693,3.359861147
168,AC197717.3_FG002,Syntenic,8.15727082,33.13246789
169,AC197758.3_FG004,Syntenic,133.9438162,541.0223531
170,AC198169.4_FG004,Syntenic,38.7363316,58.28178654
171,AC198206.5_FG001,Syntenic,8.651010551,25.43742209
172,AC198353.5_FG001,Syntenic,10.28032462,56.62709205
173,AC198353.5_FG004,Syntenic,0.196047963,0.831951062
174,AC198361.3_FG004,Syntenic,299.3090629,266.9833272
175,AC198418.3_FG005,Syntenic,138.2485828,232.6185151
176,AC198481.3_FG004,Syntenic,188.3659257,155.0918308
177,AC198515.3_FG011,Syntenic,18.31990154,75.35999621
178,AC198518.3_FG003,NA,245.9384583,339.7766615
179,AC198725.4_FG007,Syntenic,16.15554763,17.93089977
180,AC198937.4_FG003,Syntenic,0.991593393,3.30344319
181,AC199001.3_FG005,NA,269.2216942,229.3305248
182,AC199054.3_FG007,Syntenic,3.287666418,18.8862057
183,AC199067.2_FG004,Syntenic,3.79697934,8.0097678
184,AC199343.3_FG013,Syntenic,5.728090179,21.29662863
185,AC199439.4_FG005,Non-Syntenic,0.1390803,0.798955495
186,AC199506.2_FG005,NA,14.67113039,23.61869264
187,AC199526.5_FG002,Syntenic,4557.187321,4208.804859
188,AC199526.5_FG003,Syntenic,2.525729073,8.013484471
189,AC199541.4_FG001,Syntenic,16.21262527,49.17195089
190,AC199541.4_FG002,NA,0.731996253,4.204998333
191,AC199541.4_FG007,Syntenic,3.545285168,8.551675023
192,AC199705.3_FG008,NA,2.901165843,16.66592893
193,AC199765.4_FG008,Non-Syntenic,14.68592882,36.30268929
194,AC199771.4_FG001,Syntenic,1.278673117,6.690075741
195,AC199782.5_FG001,Syntenic,364.1063411,230.6141516
196,AC199782.5_FG002,Syntenic,276.2804036,170.2640799
197,AC199782.5_FG003,Syntenic,39.18103768,63.11435497
198,AC199811.4_FG005,Syntenic,26.68861884,141.5031624
199,AC199820.4_FG006,Non-Syntenic,8.168446764,33.02207404
200,AC200057.4_FG007,Syntenic,17.27151315,21.67302818
201,AC200210.1_FG006,Syntenic,11.81120355,19.7069685
202,AC200298.4_FG001,Syntenic,0.310425744,1.783260131
203,AC200534.2_FG001,Non-Syntenic,2.56419455,14.73017623
204,AC200753.3_FG003,Syntenic,0.33309074,1.913460621
205,AC200872.4_FG003,Non-Syntenic,112.6766275,359.759524
206,AC201815.4_FG001,Syntenic,0.659859689,1.475311183
207,AC202073.4_FG001,Syntenic,1.844014611,7.353471959
208,AC202120.3_FG003,Non-Syntenic,639.9640384,373.2045216
209,AC202185.4_FG004,Syntenic,470.0478082,728.7674797
210,AC202435.3_FG003,Non-Syntenic,4.090235538,13.73221802
211,AC202439.3_FG006,Syntenic,4.122872688,13.46265223
212,AC202855.3_FG004,Syntenic,1.932037904,11.09871278
213,AC202915.3_FG002,Syntenic,31.69602379,104.366196
214,AC202974.3_FG004,Syntenic,0.862837732,3.983985118
215,AC203019.3_FG001,Syntenic,0.25583853,1.469680462
216,AC203031.3_FG002,Syntenic,84.09745793,85.29297001
217,AC203070.3_FG005,Non-Syntenic,5.701623668,22.65785064
218,AC203173.3_FG004,Syntenic,14414.20869,7811.875502
219,AC203210.3_FG002,Non-Syntenic,5.481758264,31.49030376
220,AC203294.3_FG001,Syntenic,27.17748127,108.724462
221,AC203366.4_FG001,NA,2.788369332,4.176907602
222,AC203424.3_FG001,NA,0.762812118,4.382021997
223,AC203535.4_FG001,Syntenic,664.3409036,441.0417646
224,AC203535.4_FG004,Syntenic,49.94063261,200.3876878
225,AC203535.4_FG006,Syntenic,1.561482221,7.521122171
226,AC203752.5_FG002,NA,182.4532421,268.4612341
227,AC203753.4_FG006,Syntenic,0.208381577,1.197061025
228,AC203754.4_FG008,Syntenic,156.5361791,187.7879889
229,AC203761.3_FG002,Non-Syntenic,0.578713503,2.054084697
230,AC203841.3_FG009,Syntenic,4.016826986,8.263996592
231,AC203862.4_FG002,Syntenic,0.312891482,1.378972361
232,AC203865.3_FG001,Syntenic,34.92428774,39.56407488
233,AC203900.3_FG006,Syntenic,163.631681,255.7749306
234,AC203909.3_FG007,Syntenic,2.88352472,12.41279698
235,AC203966.5_FG003,Syntenic,76.47201749,77.69142563
236,AC203985.4_FG005,Syntenic,290.7831051,205.4346353
237,AC203989.4_FG001,Syntenic,0.693988912,3.312606093
238,AC204007.3_FG008,Syntenic,38.66296247,52.42067909
239,AC204045.3_FG005,Non-Syntenic,28.7147105,123.4842724
240,AC204070.3_FG004,NA,2.49591851,9.654441705
241,AC204212.4_FG001,Syntenic,13.57033953,38.87265105
242,AC204292.4_FG004,Non-Syntenic,14.3648659,45.52826406
243,AC204292.4_FG005,Non-Syntenic,206.9004247,247.0288963
244,AC204292.4_FG006,Syntenic,4.197442655,16.35488713
245,AC204359.3_FG005,Syntenic,174.4017141,183.2174188
246,AC204530.4_FG002,Syntenic,70.60802178,62.27401429
247,AC204539.4_FG003,Non-Syntenic,2542.691595,1485.115471
248,AC204570.2_FG008,Non-Syntenic,3.41155673,19.59790136
249,AC204604.3_FG008,Non-Syntenic,0.8136855,4.242204092
250,AC204690.4_FG005,Non-Syntenic,1.30075746,7.472282715
251,AC204706.2_FG001,NA,237.3052648,238.0141498
252,AC204711.3_FG002,Syntenic,10.68609889,39.11649559
253,AC204711.3_FG003,Syntenic,49.77161369,202.1292487
254,AC204763.2_FG001,Syntenic,32.03602319,82.87985799
255,AC205008.4_FG002,Syntenic,0.921344094,4.55252681
256,AC205122.4_FG003,Syntenic,245.8911109,926.1879911
257,AC205154.3_FG005,Syntenic,45.86272677,124.8559013
258,AC205320.3_FG004,Syntenic,155.4251165,119.8821439
259,AC205362.4_FG002,NA,4.009591257,10.53691332
260,AC205413.4_FG001,NA,5.807386499,23.00900557
261,AC205413.4_FG003,Syntenic,6.126479106,35.19394303
262,AC205419.3_FG001,Syntenic,62.88394054,64.80909997
263,AC205471.4_FG002,Non-Syntenic,23.33385102,31.65416477
264,AC205471.4_FG008,Syntenic,11.32527325,29.00034804
265,AC205521.3_FG003,NA,69.30617771,81.62065244
266,AC205574.3_FG006,Syntenic,42.05578594,103.7392581
267,AC205677.3_FG001,Syntenic,10.94334086,11.48739563
268,AC205703.4_FG002,Syntenic,6.412826157,11.93341673
269,AC205703.4_FG005,Syntenic,4.399729794,13.70578717
270,AC205703.4_FG006,Syntenic,506.5727553,453.7594182
271,AC205703.4_FG010,Syntenic,31.86883224,25.71236117
272,AC205730.3_FG002,NA,13.54465407,16.3645415
273,AC205897.3_FG002,Non-Syntenic,828.672547,749.1375795
274,AC205993.3_FG003,Non-Syntenic,4.613796727,16.13331906
275,AC206184.4_FG002,NA,121.5646526,379.2810443
276,AC206186.3_FG009,Non-Syntenic,1.005628509,5.776895971
277,AC206223.3_FG001,Syntenic,1.373879407,6.822598568
278,AC206223.3_FG006,Syntenic,1.181125551,4.680630925
279,AC206223.3_FG007,Non-Syntenic,0.647098345,3.717296982
280,AC206223.3_FG008,Syntenic,0.614662169,3.530965337
281,AC206259.3_FG003,NA,13.98380086,16.16701441
282,AC206349.2_FG002,Non-Syntenic,10.06952514,16.89661492
283,AC206350.3_FG005,Syntenic,23.86974358,128.1354421
284,AC206425.3_FG002,Non-Syntenic,156.3428145,471.6713229
285,AC206642.4_FG001,Non-Syntenic,577.1390821,409.6815571
286,AC206666.2_FG004,NA,16.14926959,35.78171557
287,AC206788.3_FG015,Syntenic,14.77248204,40.78092545
288,AC206837.3_FG001,NA,0.168308688,0.9668598
289,AC206840.3_FG002,Syntenic,4.955809536,13.32328256
290,AC206941.2_FG002,Syntenic,8892.661277,24262.94422
291,AC206968.3_FG003,Syntenic,706.9295454,355.9617195
292,AC206989.4_FG002,NA,26.88977259,63.80696774
293,AC207043.3_FG002,Syntenic,0.27823366,1.598330692
294,AC207265.3_FG002,Syntenic,21.69252091,66.65572997
295,AC207342.3_FG007,Syntenic,2.076114529,7.185129427
296,AC207358.3_FG003,Non-Syntenic,0.102291219,0.587618313
297,AC207418.3_FG003,Non-Syntenic,6.872944707,32.36024226
298,AC207456.3_FG003,Non-Syntenic,4965.591968,17059.07965
299,AC207537.3_FG003,Non-Syntenic,77.02215214,259.3191793
300,AC207628.4_FG003,Syntenic,0.066649617,0.382872902
301,AC207628.4_FG005,Syntenic,135.3919197,619.9938342
302,AC207628.4_FG009,Syntenic,0.282210068,0.989723748
303,AC207628.4_FG011,Syntenic,276.665213,328.8262744
304,AC207652.3_FG001,Non-Syntenic,1.186886101,2.820527521
305,AC207655.2_FG003,Non-Syntenic,21.67185211,36.69850369
306,AC207656.3_FG002,Syntenic,1.486048095,6.029920356
307,AC207661.3_FG002,Non-Syntenic,4.142786033,23.7984939
308,AC207678.4_FG002,Non-Syntenic,1.452168749,6.33813967
309,AC207722.2_FG009,Syntenic,3588.454127,9721.920412
310,AC207728.2_FG003,Syntenic,0.710244674,4.080045022
311,AC207878.3_FG001,Non-Syntenic,3.641831995,14.62786114
312,AC207888.3_FG009,Syntenic,1.060207313,3.90305482
313,AC207890.3_FG002,NA,1895.982788,1216.462535
314,AC208031.3_FG002,Syntenic,1.579890147,9.075777924
315,AC208077.3_FG004,Non-Syntenic,670.7706648,1113.125568
316,AC208110.2_FG006,Syntenic,108.1356461,176.2986771
317,AC208110.2_FG007,Syntenic,295.4906539,436.3398905
318,AC208113.3_FG005,Syntenic,15.51145864,25.18906478
319,AC208201.3_FG001,Syntenic,10.13464292,17.39309393
320,AC208201.3_FG003,Syntenic,9.212844636,48.26667497
321,AC208204.3_FG006,Syntenic,3191.367623,9476.879349
322,AC208327.4_FG003,Non-Syntenic,281.5334283,247.2877634
323,AC208327.4_FG006,Syntenic,40.55407452,123.3054848
324,AC208341.4_FG005,Syntenic,501.5921656,233.0156363
325,AC208341.4_FG007,Non-Syntenic,0.963384446,3.97185679
326,AC208346.3_FG004,Syntenic,20.3645781,34.01162879
327,AC208440.3_FG003,Syntenic,10.51379103,22.88886689
328,AC208571.4_FG001,NA,107.3781956,353.5446925
329,AC208892.3_FG005,Syntenic,158.3251185,144.2741528
330,AC208897.3_FG004,Syntenic,31.3383573,85.34505602
331,AC209050.3_FG001,Syntenic,96.37413647,344.4627453
332,AC209050.3_FG003,Syntenic,0.548078128,2.209725665
333,AC209206.3_FG011,Syntenic,100.9294828,168.1278138
334,AC209206.3_FG014,Syntenic,9.830684353,35.1678134
335,AC209208.3_FG002,Syntenic,1678.833722,1601.182483
336,AC209208.3_FG003,Syntenic,28.20258378,103.2184565
337,AC209208.3_FG005,Syntenic,314.8719896,364.2254822
338,AC209242.3_FG003,Syntenic,87.91824147,47.26921039
339,AC209257.4_FG008,Syntenic,277.2607511,192.258915
340,AC209356.4_FG001,Syntenic,1.173160173,6.739292108
341,AC209374.4_FG002,Syntenic,79.01209547,113.5278825
342,AC209460.3_FG002,NA,46.07302159,45.60867781
343,AC209624.2_FG003,NA,0.05203533,0.298920215
344,AC209636.2_FG003,Syntenic,9.325282484,46.11160003
345,AC209664.3_FG002,Syntenic,7.281788759,29.33048191
346,AC209705.3_FG004,Syntenic,7.709340782,20.64346957
347,AC209744.3_FG001,Syntenic,10.38650418,34.0861113
348,AC209784.3_FG007,Syntenic,2037.319777,2581.999248
349,AC209784.3_FG011,Syntenic,16.66493964,15.25998019
350,AC209810.3_FG002,Syntenic,131.081079,691.584587
351,AC209819.3_FG003,Syntenic,2.178708108,10.84994431
352,AC209819.3_FG005,Syntenic,36.14119673,78.84465559
353,AC209819.3_FG012,Syntenic,20.75815934,48.64031441
354,AC209835.4_FG004,Non-Syntenic,1.080446953,3.997071529
355,AC209845.4_FG010,Syntenic,0.65530022,2.81300678
356,AC209858.4_FG002,Syntenic,148.7290581,167.0023518
357,AC209858.4_FG004,Syntenic,181.6363838,207.8705871
358,AC209877.3_FG002,NA,8.25369023,12.17171452
359,AC209898.2_FG004,Syntenic,0.759777901,4.364591751
360,AC209987.4_FG002,Syntenic,92.37128415,181.4584148
361,AC209987.4_FG010,Syntenic,114.3230665,264.1712772
362,AC210003.2_FG004,Syntenic,626.9666882,991.9100083
363,AC210003.2_FG015,Syntenic,4.482703395,18.80663024
364,AC210013.4_FG002,Syntenic,0.927168385,5.326176874
365,AC210013.4_FG003,Syntenic,4.493540902,17.97075798
366,AC210013.4_FG008,Syntenic,54.98770919,59.76407461
367,AC210013.4_FG009,Syntenic,1.011346156,4.263474772
368,AC210013.4_FG011,Syntenic,249.2095187,144.646065
369,AC210013.4_FG014,Syntenic,37.18836103,66.08153327
370,AC210013.4_FG016,Syntenic,30.06367831,66.42677331
371,AC210013.4_FG019,Syntenic,3287.552315,2283.758455
372,AC210168.4_FG003,Syntenic,31.01162464,110.2213593
373,AC210173.4_FG002,NA,1.878694495,4.672045107
374,AC210173.4_FG005,Syntenic,35.93675505,110.576573
375,AC210193.4_FG002,Syntenic,9.034869269,21.11295336
376,AC210204.3_FG002,Syntenic,644.3143332,904.6066003
377,AC210302.3_FG004,Non-Syntenic,3.216018507,16.95211216
378,AC210314.3_FG006,Syntenic,35.63170656,60.50379688
379,AC210517.3_FG003,Syntenic,128.9855651,246.0179607
380,AC210609.1_FG007,NA,98.83353119,159.0497046
381,AC210616.4_FG005,Syntenic,6.492612379,17.99393841
382,AC210848.3_FG004,Syntenic,0.253896153,1.015176423
383,AC210958.3_FG004,Non-Syntenic,54.0730447,104.3999493
384,AC210961.3_FG002,Syntenic,0.711010946,4.084446922
385,AC211152.4_FG004,Non-Syntenic,6.653312178,34.93359524
386,AC211164.5_FG004,Syntenic,1.549644345,5.348424011
387,AC211175.3_FG005,Syntenic,1.074490058,3.433453393
388,AC211276.4_FG008,Syntenic,9.094825985,15.80403002
389,AC211277.2_FG002,Non-Syntenic,36.02192955,53.77442189
390,AC211349.4_FG001,Syntenic,18.31783467,21.07646302
391,AC211357.4_FG002,Syntenic,18.72546491,81.96226851
392,AC211357.4_FG004,Syntenic,6.675675945,8.519072879
393,AC211390.3_FG001,Syntenic,17.38903303,30.37445835
394,AC211394.4_FG004,Syntenic,706.1558613,438.9992723
395,AC211401.4_FG003,Syntenic,119.1455784,115.5027855
396,AC211553.2_FG004,Non-Syntenic,32.68162097,125.5951837
397,AC211584.4_FG004,Non-Syntenic,1.438817107,8.26537501
398,AC211651.4_FG001,Non-Syntenic,0.177743403,1.021058115
399,AC211652.4_FG002,Syntenic,0.699339665,2.963627378
400,AC211737.3_FG012,NA,343.6481758,207.8459296
401,AC211892.4_FG002,Non-Syntenic,0.152628151,0.876781973
402,AC212068.4_FG005,Syntenic,21.20469134,71.56872497
403,AC212112.4_FG002,Syntenic,97.81287445,94.4077184
404,AC212128.3_FG002,Non-Syntenic,4.08199018,14.42486284
405,AC212219.3_FG005,Syntenic,0.351481799,1.406076123
406,AC212353.4_FG002,Non-Syntenic,0.529630603,3.042496177
407,AC212404.3_FG006,Syntenic,37.71521642,42.11953221
408,AC212564.2_FG001,NA,0.853895309,4.905255097
409,AC212570.3_FG006,Non-Syntenic,194.1185184,195.4345189
410,AC212575.3_FG003,NA,0.971842594,4.619244823
411,AC212835.3_FG002,Syntenic,1.563219265,8.980010997
412,AC212835.3_FG007,Syntenic,365.3313995,273.4809276
413,AC212859.3_FG007,Syntenic,2.783437873,4.789811032
414,AC213099.3_FG001,Syntenic,16.94985187,28.05471733
415,AC213099.3_FG002,Syntenic,71.26381244,54.85377979
416,AC213432.2_FG004,Syntenic,13.47859209,37.82998667
417,AC213463.3_FG002,Syntenic,2.984617935,6.524393474
418,AC213463.3_FG007,Syntenic,0.380382812,2.185132894
419,AC213600.3_FG002,Syntenic,66.83111178,87.96495724
420,AC213612.3_FG002,Non-Syntenic,0.731490514,2.92517721
421,AC213621.5_FG004,Syntenic,60.2653181,82.44916325
422,AC213654.3_FG001,Syntenic,8.544637163,19.09182085
423,AC213654.3_FG003,Syntenic,314.5551737,334.2715182
424,AC213654.3_FG004,Syntenic,2.051758284,8.335372099
425,AC213884.3_FG001,Syntenic,2952.881158,1855.784325
426,AC213884.3_FG002,Syntenic,0.662822858,3.807627429
427,AC214119.3_FG009,Syntenic,8.820385368,10.84259035
428,AC214266.3_FG002,Syntenic,13.93762097,22.73529323
429,AC214350.3_FG007,Syntenic,672.4918508,319.226143
430,AC214448.3_FG007,Syntenic,23.89775734,30.37755518
431,AC214507.3_FG001,Syntenic,1.595098268,7.02355706
432,AC214640.3_FG003,Syntenic,51.0685534,73.10284271
433,AC214648.3_FG003,Syntenic,209.2659948,287.4166533
434,AC214817.3_FG004,Syntenic,4.313047695,13.04718661
435,AC215201.3_FG005,Syntenic,1438.415541,1634.61863
436,AC215244.3_FG002,Syntenic,2486.733656,1118.77725
437,AC215260.3_FG001,Syntenic,4.655187225,13.34989391
438,AC215260.3_FG003,NA,7.170818603,29.62124447
439,AC215260.3_FG004,Syntenic,46.98891685,47.97686778
440,AC215611.3_FG011,Non-Syntenic,1.99007855,4.256686604
441,AC215690.3_FG002,Syntenic,430.3242448,356.7689576
442,AC215864.3_FG010,Non-Syntenic,3.838345385,12.85021341
443,AC216010.3_FG001,Syntenic,4.750197353,14.08475944
444,AC216247.3_FG005,Syntenic,2.652907309,7.752182442
445,AC216264.3_FG001,Syntenic,8.343103905,29.78875874
446,AC216353.2_FG005,NA,1655.745612,3000.364068
447,AC216731.3_FG002,Syntenic,0.508352111,2.281475387
